timestamp,chlorine_level,flow_rate,temperature,pH,packet_rate,connections,failed_logins
2026-02-23 00:00:00,1.5496714153011233,102.798710873172,29.66241086251281,7.104609622106131,482.7301279007013,47,0
2026-02-23 00:00:01,1.4861735698828815,101.84926736582554,29.92774066464224,7.156980749461025,499.3759302212183,47,0
2026-02-23 00:00:02,1.5647688538100692,100.11926073984034,29.60379003950002,7.179319723328918,500.36033744088894,41,0
2026-02-23 00:00:03,1.6523029856408025,98.70612644458885,29.84601923518048,7.29438438286701,509.4526069168681,48,0
2026-02-23 00:00:04,1.4765846625276664,101.39644662722718,29.053192666523103,7.227827656226688,472.6628327343834,53,0
2026-02-23 00:00:05,1.476586304305082,100.7869707708435,30.10664685368647,7.133225921545006,511.8513454769466,43,0
2026-02-23 00:00:06,1.6579212815507391,101.79038644005549,30.000602737681117,7.224301814470882,445.9121673679445,55,0
2026-02-23 00:00:07,1.576743472915291,101.27034360336394,29.591455684465902,7.122634800553082,487.4023089527238,52,0
2026-02-23 00:00:08,1.4530525614065049,102.09910543063867,30.3296228342162,7.254134552694354,490.2345231509691,46,0
2026-02-23 00:00:09,1.5542560043585965,98.92952957687886,30.46878506881328,7.176443767409106,512.6665365214247,49,0
2026-02-23 00:00:10,1.4536582307187538,102.63478813126864,29.196220067815517,7.195318190563041,500.4526170535374,57,1
2026-02-23 00:00:11,1.4534270246429744,100.3951992093848,29.61863761071689,7.26628983237711,471.8887389228743,53,0
2026-02-23 00:00:12,1.5241962271566034,104.15052174525051,29.61542882510635,7.135641821570788,480.3001374836597,50,0
2026-02-23 00:00:13,1.3086719755342202,98.62162436382089,29.53004844944557,7.13014409074435,503.97360019094816,48,0
2026-02-23 00:00:14,1.327508216748697,103.4719276063305,30.414737420965874,7.1708200336827,498.4186531627089,50,0
2026-02-23 00:00:15,1.4437712470759028,100.39582156692528,29.9030869306136,7.251918942550966,488.4175178072851,47,0
2026-02-23 00:00:16,1.3987168879665577,98.69716399277112,29.867742579344693,7.124032696226158,490.3833242097604,39,0
2026-02-23 00:00:17,1.5314247332595274,99.03222833189136,28.99806881779662,7.058392220094472,513.9233599431858,60,0
2026-02-23 00:00:18,1.409197592447879,99.35930538361136,30.31770901510461,7.17744205707955,489.6461485426157,50,0
2026-02-23 00:00:19,1.3587696298664709,100.84833189280384,29.380370802573264,7.227587039995546,498.23817511941854,51,0
2026-02-23 00:00:20,1.6465648768921557,101.045670976071,30.02996631513317,7.260013087486942,543.3987317616109,49,0
2026-02-23 00:00:21,1.4774223699513465,98.85259999212283,30.138688468979097,7.17684193189573,471.5263472623216,46,0
2026-02-23 00:00:22,1.5067528204687923,99.95129081547805,30.680329297919325,7.1794286696442,462.9631453685069,49,0
2026-02-23 00:00:23,1.3575251813786544,104.28454071722372,29.345589800440443,7.2576950367127875,515.6717932959722,42,0
2026-02-23 00:00:24,1.4455617275474817,103.45508634020142,28.490243922089583,7.106512915015229,486.4271387741179,61,1
2026-02-23 00:00:25,1.5110922589709863,100.87264733934806,30.09192477237685,7.1805739612408495,493.6352494451476,43,0
2026-02-23 00:00:26,1.3849006422577697,100.0760069563364,30.900255590755428,7.209521194496253,484.3768724373777,44,0
2026-02-23 00:00:27,1.5375698018345672,100.24006265343652,30.61947317646972,7.222460936064252,494.80399718464975,47,0
2026-02-23 00:00:28,1.4399361310081196,101.22703594546084,30.104829707637315,7.174509665340456,531.9707622419269,56,0
2026-02-23 00:00:29,1.4708306250206724,97.95441486960318,29.754181907183977,7.201722050585293,516.0425691723624,50,0
2026-02-23 00:00:30,1.4398293387770602,99.4852469251533,30.403561298318657,7.075583632329351,517.2444702377395,43,0
2026-02-23 00:00:31,1.6852278184508938,96.66283185224482,29.513226900147767,7.167087579383308,471.6754588841471,56,0
2026-02-23 00:00:32,1.4986502775262065,100.79844624521056,30.23817888467811,7.222675435627724,476.9769252689426,53,0
2026-02-23 00:00:33,1.39422890710441,101.29439187940548,30.252735079583317,7.150885298287267,443.2184268102915,52,0
2026-02-23 00:00:34,1.582254491210319,99.03362707540126,30.53010495374944,7.20294921107948,483.8123835783449,53,0
2026-02-23 00:00:35,1.3779156350028978,103.14797352658006,31.37983001945554,7.222343625040135,519.1340637277132,61,0
2026-02-23 00:00:36,1.5208863595004756,97.54846867399532,30.19620798358938,7.182872539957112,510.3389303149674,60,0
2026-02-23 00:00:37,1.3040329876120225,97.07125023958037,29.74551818714625,7.208523188549829,495.56973474095753,46,0
2026-02-23 00:00:38,1.367181395110157,100.44890363711994,29.987212843904004,7.15186337173577,499.5539943256389,58,0
2026-02-23 00:00:39,1.5196861235869124,102.09419660522433,29.11546204755544,7.189669436015198,486.2222891484919,51,0
2026-02-23 00:00:40,1.5738466579995412,103.36785538291574,29.65264343445547,7.230510808479461,504.0951776480357,52,0
2026-02-23 00:00:41,1.517136828118997,99.08223147426212,29.79535878094345,7.207848648048422,515.3175655896123,41,0
2026-02-23 00:00:42,1.488435171761176,102.15736166686258,29.737955801032705,7.1706734365218034,467.68226425179057,49,0
2026-02-23 00:00:43,1.4698896304410711,99.9229830609986,30.07617743601686,7.21121082021454,505.9929537567469,45,0
2026-02-23 00:00:44,1.3521478009632573,99.65474540011836,29.5887900338089,7.235730489531831,518.6486974190933,54,0
2026-02-23 00:00:45,1.4280155791605291,101.76731987497334,30.560515333662234,7.097502936071126,491.6979942207326,55,0
2026-02-23 00:00:46,1.4539361229040213,101.30464575682684,30.0001035324591,7.257953703247795,514.0140122424117,39,0
2026-02-23 00:00:47,1.6057122226218916,96.8472156860315,29.99534983943069,7.183187263065947,556.293088889451,49,0
2026-02-23 00:00:48,1.534361828956846,102.9530806994518,29.836052641743542,7.221274496662011,497.91314414026215,55,0
2026-02-23 00:00:49,1.3236959844637266,102.7601827082949,30.077595341929488,7.259862346182262,507.8661410001065,49,0
2026-02-23 00:00:50,1.5324083969394795,98.74887459698094,30.41254913233382,7.131416315138477,485.2388583267722,53,0
2026-02-23 00:00:51,1.4614917719583684,100.79160706687482,29.56643489214455,7.164527949878623,503.625023252041,51,0
2026-02-23 00:00:52,1.432307799969404,100.98806037256549,29.670941755462373,7.185572565206215,509.20543249964607,51,0
